date,MG,billed_kWh,kW,total_kWh, Operation_bill 
41681.00,12,40706.4,1758.4,40706.4,54139.51
41682.00,12.16,39306.4,1724.8,39306.4,52277.51
41683.00,11.93,36523.2,1624,36523.2,48575.86
41684.00,12.02,37682.4,1713.6,37682.4,50117.59
41685.00,11.31,37424.8,1702.4,37424.8,49774.98
41686.00,11.5,36383.2,1612.8,36383.2,48389.66
41687.00,12.65,37867.2,1702.4,37867.2,50363.38
41688.00,16.17,38651.2,1769.6,38651.2,51406.10
41689.00,19.8,34960.8,1702.4,34960.8,46497.86
41690.00,20.48,35145.6,1870.4,35145.6,46743.65
41691.00,20.05,35173.6,1803.2,35173.6,46780.89
41692.00,18.65,30872.8,1400,30872.8,41060.82
41693.00,20.35,32076.8,1388.8,32076.8,42662.14
41694.00,20.38,41742.4,1915.2,41742.4,55517.39
41695.00,20.15,42123.2,1870.4,42123.2,56023.86
41696.00,18.5,40801.6,1758.4,40801.6,54266.13
41697.00,16.59,34120.8,1668.8,34120.8,45380.66
41698.00,16.67,30049.6,1355.2,30049.6,39965.97
41699.00,16.23,29192.8,1276.8,29192.8,38826.42
41700.00,12.91,28767.2,1310.4,28767.2,38260.38
41701.00,13.06,30587.2,1344,30587.2,40680.98
41702.00,14.82,30794.4,1355.2,30794.4,40956.55
41703.00,14.61,33236,1702.4,33236,44203.88
41704.00,13.75,38684.8,1747.2,38684.8,51450.78
41705.00,14.43,38175.2,1747.2,38175.2,50773.02
41706.00,13.99,38197.6,1792,38197.6,50802.81
41707.00,14.44,40420.8,1859.2,40420.8,53759.66
41708.00,15.82,40661.6,1780.8,40661.6,54079.93
41709.00,15.52,38354.4,1713.6,38354.4,51011.35
41710.00,17.22,40342.4,1814.4,40342.4,53655.39
41711.00,15.81,37122.4,1680,37122.4,49372.79
41712.00,15.98,35985.6,1691.2,35985.6,47860.85
41713.00,14.61,36069.6,1646.4,36069.6,47972.57
41714.00,14.64,36472.8,1635.2,36472.8,48508.82
41715.00,15.4,38953.6,1724.8,38953.6,51808.29
41716.00,15.03,35901.6,1724.8,35901.6,47749.13
41717.00,14.73,36534.4,1601.6,36534.4,48590.75
41718.00,13.68,36769.6,1724.8,36769.6,48903.57
41719.00,14.14,38001.6,1713.6,38001.6,50542.13
41720.00,14.18,36937.6,1657.6,36937.6,49127.01
41721.00,13.37,35694.4,1624,35694.4,47473.55
41722.00,12.26,35235.2,1568,35235.2,46862.82
41723.00,11.67,30212,1444.8,30212,40181.96
41724.00,12.69,31158.4,1512,31158.4,41440.67
41725.00,12.96,34501.6,1590.4,34501.6,45887.13
41726.00,13.98,28789.6,1545.6,28789.6,38290.17
41727.00,13.62,29086.4,1299.2,29086.4,38684.91
41728.00,16.01,30738.4,1444.8,30738.4,40882.07
41729.00,17.34,33992,1601.6,33992,45209.36
41730.00,15.43,32916.8,1601.6,32916.8,43779.34
41731.00,17.71,31578.4,1825.6,31578.4,41999.27
41732.00,34.01,38522.4,1892.8,38522.4,51234.79
41733.00,41.3,38544.8,1892.8,38544.8,51264.58
41734.00,38.62,35868,1579.2,35868,47704.44
41735.00,39.46,36702.4,1601.6,36702.4,48814.19
41736.00,32.78,38684.8,1747.2,38684.8,51450.78
41737.00,20.13,38852.8,1736,38852.8,51674.22
41738.00,23.07,36657.6,1590.4,36657.6,48754.61
41739.00,24.69,36192.8,1769.6,36192.8,48136.42
41740.00,23.96,38449.6,1736,38449.6,51137.97
41741.00,23.47,39978.4,1792,39978.4,53171.27
41742.00,24.84,40728.8,1803.2,40728.8,54169.30
41743.00,23.98,42918.4,1915.2,42918.4,57081.47
41744.00,24.17,41490.4,1892.8,41490.4,55182.23
41745.00,22.64,41143.2,1814.4,41143.2,54720.46
41746.00,19.51,39491.2,1780.8,39491.2,52523.30
41747.00,16.22,29545.6,1545.6,29545.6,39295.65
41748.00,17.04,35061.6,1668.8,35061.6,46631.93
41749.00,15.91,37150.4,1668.8,37150.4,49410.03
41750.00,14.63,36988,1624,36988,49194.04
41751.00,14.94,37413.6,1646.4,37413.6,49760.09
41752.00,13.9,37531.2,1657.6,37531.2,49916.50
41753.00,13.55,37452.8,1624,37452.8,49812.22
41754.00,13.79,36232,1624,36232,48188.56
41755.00,14.52,35599.2,1590.4,35599.2,47346.94
41756.00,13.73,34580,1512,34580,45991.40
41757.00,19.43,34731.2,1747.2,34731.2,46192.50
41758.00,21.21,34804,1736,34804,46289.32
41759.00,17.54,23716,1243.2,23716,31542.28
41760.00,17.39,25037.6,1220.8,25037.6,33300.01
41761.00,15.91,27680.8,1209.6,27680.8,36815.46
41762.00,14.6,26667.2,1187.2,26667.2,35467.38
41763.00,15.12,32496.8,1657.6,32496.8,43220.74
41764.00,14.83,30357.6,1545.6,30357.6,40375.61
41765.00,14.63,27266.4,1232,27266.4,36264.31
41766.00,14.45,31130.4,1523.2,31130.4,41403.43
41767.00,14.55,34815.2,1523.2,34815.2,46304.22
41768.00,13.65,32485.6,1523.2,32485.6,43205.85
41769.00,13.28,33555.2,1624,33555.2,44628.42
41770.00,14.01,35324.8,1612.8,35324.8,46981.98
41771.00,13.57,34641.6,1568,34641.6,46073.33
41772.00,13.68,34921.6,1657.6,34921.6,46445.73
41773.00,15.95,29881.6,1769.6,29881.6,39742.53
41774.00,19.52,30004.8,1512,30004.8,39906.38
41775.00,20.7,27176.8,1243.2,27176.8,36145.14
41776.00,18.77,26639.2,1265.6,26639.2,35430.14
41777.00,21.55,29993.6,1344,29993.6,39891.49
41778.00,19.29,29444.8,1355.2,29444.8,39161.58
41779.00,19.82,27596.8,1254.4,27596.8,36703.74
41780.00,20.64,26196.8,1176,26196.8,34841.74
41781.00,20.32,26051.2,1265.6,26051.2,34648.10
41782.00,14.48,23940,1131.2,23940,31840.20
41783.00,12.9,23615.2,1075.2,23615.2,31408.22
41784.00,12.52,23979.2,1097.6,23979.2,31892.34
41785.00,12.39,27154.4,1489.6,27154.4,36115.35
41786.00,11.64,31763.2,1411.2,31763.2,42245.06
41787.00,11.13,31606.4,1422.4,31606.4,42036.51
41788.00,11.43,26678.4,1411.2,26678.4,35482.27
41789.00,11.23,23548,1052.8,23548,31318.84
41790.00,9.75,23038.4,1052.8,23038.4,30641.07
41791.00,9.78,22439.2,996.8,22439.2,29844.14
41792.00,10.72,23710.4,1120,23710.4,31534.83
41793.00,11.97,29764,1478.4,29764,39586.12
41794.00,13.96,33896.8,1500.8,33896.8,45082.74
41795.00,12.68,33196.8,1500.8,33196.8,44151.74
41796.00,10.78,24074.4,1388.8,24074.4,32018.95
41797.00,10.31,27344.8,1355.2,27344.8,36368.58
41798.00,10.74,30531.2,1355.2,30531.2,40606.50
41799.00,10.81,24466.4,1254.4,24466.4,32540.31
41800.00,12.33,24220,1097.6,24220,32212.60
41801.00,17.38,26605.6,1243.2,26605.6,35385.45
41802.00,15.14,24102.4,1164.8,24102.4,32056.19
41803.00,14,23704.8,1064,23704.8,31527.38
41804.00,12,23245.6,1075.2,23245.6,30916.65
41805.00,11.6,23380,1052.8,23380,31095.40
41806.00,12.33,27322.4,1355.2,27322.4,36338.79
41807.00,11.69,29926.4,1321.6,29926.4,39802.11
41808.00,11.01,30307.2,1355.2,30307.2,40308.58
41809.00,11.33,30917.6,1366.4,30917.6,41120.41
41810.00,10.83,29948.8,1332.8,29948.8,39831.90
41811.00,11.26,29881.6,1321.6,29881.6,39742.53
41812.00,10.71,30346.4,1332.8,30346.4,40360.71
41813.00,10.99,25664.8,1332.8,25664.8,34134.18
41814.00,9.37,23654.4,1310.4,23654.4,31460.35
41815.00,10.15,22092,1030.4,22092,29382.36
41816.00,10.52,21918.4,1019.2,21918.4,29151.47
41817.00,9.77,22624,1030.4,22624,30089.92
41818.00,10.59,21593.6,996.8,21593.6,28719.49
41819.00,10.77,21403.2,985.6,21403.2,28466.26
41820.00,10.53,22512,1052.8,22512,29940.96
41821.00,9.88,22366.4,1008,22366.4,29747.31
41822.00,9.29,22579.2,1030.4,22579.2,30030.34
41823.00,9.52,22500.8,1008,22500.8,29926.06
41824.00,8.62,21504,1008,21504,28600.32
41825.00,8.26,20848.8,985.6,20848.8,27728.90
41826.00,8.69,21442.4,985.6,21442.4,28518.39
41827.00,10.68,22500.8,1064,22500.8,29926.06
41828.00,9.91,22517.6,1008,22517.6,29948.41
41829.00,8.79,21252,974.4,21252,28265.16
41830.00,9.84,21487.2,1019.2,21487.2,28577.98
41831.00,8.88,21252,1008,21252,28265.16
41832.00,9.13,21117.6,985.6,21117.6,28086.41
41833.00,9.06,20904.8,985.6,20904.8,27803.38
41834.00,16.59,23744,1120,23744,31579.52
41835.00,13.85,23878.4,1052.8,23878.4,31758.27
41836.00,11.01,22220.8,1008,22220.8,29553.66
41837.00,10.33,22999.2,1030.4,22999.2,30588.94
41838.00,10.08,21940.8,974.4,21940.8,29181.26
41839.00,9.14,21134.4,963.2,21134.4,28108.75
41840.00,9.4,19667.2,918.4,19667.2,26157.38
41841.00,10.08,22181.6,996.8,22181.6,29501.53
41842.00,8.72,21464.8,963.2,21464.8,28548.18
41843.00,11.26,23643.2,1164.8,23643.2,31445.46
41844.00,11.01,22064,1008,22064,29345.12
41845.00,9.8,21358.4,963.2,21358.4,28406.67
41846.00,9.82,22064,985.6,22064,29345.12
41847.00,18.19,26997.6,1568,26997.6,35906.81
41848.00,20.29,25995.2,1198.4,25995.2,34573.62
41849.00,15.81,24074.4,1097.6,24074.4,32018.95
41850.00,17.65,22512,1008,22512,29940.96
41851.00,10.98,21621.6,985.6,21621.6,28756.73
41852.00,11.27,20652.8,1041.6,20652.8,27468.22
41853.00,10.75,22780.8,1019.2,22780.8,30298.46
41854.00,8.51,22596,985.6,22596,30052.68
41855.00,8.38,21722.4,940.8,21722.4,28890.79
41856.00,9.03,21907.2,963.2,21907.2,29136.58
41857.00,8.97,21896,985.6,21896,29121.68
41858.00,8.46,21677.6,963.2,21677.6,28831.21
41859.00,10.56,22176,985.6,22176,29494.08
41860.00,12.52,23055.2,1064,23055.2,30663.42
41861.00,11.89,22803.2,1064,22803.2,30328.26
41862.00,12.69,23497.6,1064,23497.6,31251.81
41863.00,11.83,23195.2,1041.6,23195.2,30849.62
41864.00,9.94,22433.6,1019.2,22433.6,29836.69
41865.00,9.58,22752.8,1052.8,22752.8,30261.22
41866.00,9.72,23542.4,1052.8,23542.4,31311.39
41867.00,9.53,21498.4,1019.2,21498.4,28592.87
41868.00,10.16,22898.4,1030.4,22898.4,30454.87
41869.00,9.67,22747.2,1041.6,22747.2,30253.78
41870.00,9.59,23676.8,1030.4,23676.8,31490.14
41871.00,12.11,23979.2,1064,23979.2,31892.34
41872.00,11.57,24309.6,1097.6,24309.6,32331.77
41873.00,11.21,28935.2,1444.8,28935.2,38483.82
41874.00,11.55,28733.6,1579.2,28733.6,38215.69
41875.00,15.77,25172,1400,25172,33478.76
41876.00,13.2,24696,1097.6,24696,32845.68
41877.00,11.91,29708,1411.2,29708,39511.64
41878.00,11.06,25463.2,1366.4,25463.2,33866.06
41879.00,11.56,28716.8,1388.8,28716.8,38193.34
41880.00,11.46,28375.2,1377.6,28375.2,37739.02
41881.00,12.31,29254.4,1400,29254.4,38908.35
41882.00,12.91,28224,1411.2,28224,37537.92
41883.00,11.18,28156.8,1355.2,28156.8,37448.54
41884.00,19.54,30637.6,1456,30637.6,40748.01
41885.00,19.46,27064.8,1198.4,27064.8,35996.18
41886.00,18.12,26577.6,1164.8,26577.6,35348.21
41887.00,16.93,25900,1153.6,25900,34447.00
41888.00,15.01,25463.2,1120,25463.2,33866.06
41889.00,14.63,25295.2,1108.8,25295.2,33642.62
41890.00,12.53,24208.8,1064,24208.8,32197.70
41891.00,10.98,23492,1064,23492,31244.36
41892.00,11.04,24012.8,1176,24012.8,31937.02
41893.00,14.83,25418.4,1176,25418.4,33806.47
41894.00,13.29,25020.8,1097.6,25020.8,33277.66
41895.00,11.79,24528,1075.2,24528,32622.24
41896.00,11.22,24186.4,1086.4,24186.4,32167.91
41897.00,12.63,24416,1108.8,24416,32473.28
41898.00,12.55,28621.6,1388.8,28621.6,38066.73
41899.00,11.19,31270.4,1433.6,31270.4,41589.63
41900.00,11.96,24376.8,1388.8,24376.8,32421.14
41901.00,10.83,28520.8,1444.8,28520.8,37932.66
41902.00,11.47,30654.4,1422.4,30654.4,40770.35
41903.00,11.91,22993.6,1321.6,22993.6,30581.49
41904.00,11.29,29915.2,1467.2,29915.2,39787.22
41905.00,10.3,28005.6,1441.2,28005.6,37247.45
41906.00,11.08,31192,1433.6,31192,41485.36
41907.00,11.45,27518.4,1400,27518.4,36599.47
41908.00,11.06,31824.8,1467.2,31824.8,42326.98
41909.00,10.28,30654.4,1388.8,30654.4,40770.35
41910.00,10.18,32832.8,1523.2,32832.8,43667.62
41911.00,10.54,32676,1456,32676,43459.08
41912.00,11.52,31320.8,1433.6,31320.8,41656.66
41913.00,10.78,34580,1545.6,34580,45991.40
41914.00,10.85,32816,1489.6,32816,43645.28
41915.00,11.73,27160,1422.4,27160,36122.80
41916.00,11.14,23872.8,1086.4,23872.8,31750.82
41917.00,13.22,30828,1534.4,30828,41001.24
41918.00,13.53,32900,1478.4,32900,43757.00
41919.00,15.09,33056.8,1512,33056.8,43965.54
41920.00,13.2,28576.8,1456,28576.8,38007.14
41921.00,12.27,31634.4,1388.8,31634.4,42073.75
41922.00,12.73,26969.6,1411.2,26969.6,35869.57
41923.00,13.1,32300.8,1422.4,32300.8,42960.06
41924.00,11.92,32474.4,1500.8,32474.4,43190.95
41925.00,17.91,33941.6,1635.2,33941.6,45142.33
41926.00,22.62,39127.2,1780.8,39127.2,52039.18
41927.00,18.36,37968,1646.4,37968,50497.44
41928.00,19.92,37251.2,1601.6,37251.2,49544.10
41929.00,18.53,30021.6,1556.8,30021.6,39928.73
41930.00,15.46,28896,1254.4,28896,38431.68
41931.00,13.96,35700,1601.6,35700,47481.00
41932.00,12.88,35173.6,1590.4,35173.6,46780.89
41933.00,15.16,35929.6,1601.6,35929.6,47786.37
41934.00,17.53,30570.4,1534.4,30570.4,40658.63
41935.00,16.68,27154.4,1232,27154.4,36115.35
41936.00,12.82,26779.2,1310.4,26779.2,35616.34
41937.00,10.28,31287.2,1433.6,31287.2,41611.98
41938.00,11.23,31684.8,1444.8,31684.8,42140.78
41939.00,11.41,31365.6,1400,31365.6,41716.25
41940.00,13.37,34384,1624,34384,45730.72
41941.00,14.6,30206.4,1478.4,30206.4,40174.51
41942.00,12.76,34753.6,1590.4,34753.6,46222.29
41943.00,14.39,36131.2,1668.8,36131.2,48054.50
41944.00,13.53,35459.2,1579.2,35459.2,47160.74
41945.00,12.85,32603.2,1467.2,32603.2,43362.26
41946.00,11.92,31920,1444.8,31920,42453.60
41947.00,12.07,25116,1456,25116,33404.28
41948.00,12.62,32317.6,1433.6,32317.6,42982.41
41949.00,12.25,31852.8,1422.4,31852.8,42364.22
41950.00,12.01,32110.4,1411.2,32110.4,42706.83
41951.00,11.34,23889.6,1344,23889.6,31773.17
41952.00,11.04,22041.6,1019.2,22041.6,29315.33
41953.00,11.5,28324.8,1422.4,28324.8,37671.98
41954.00,12.33,32754.4,1500.8,32754.4,43563.35
41955.00,12.1,27160,1433.6,27160,36122.80
41956.00,11.41,24668,1131.2,24668,32808.44
41957.00,12.15,24444,1243.2,24444,32510.52
41958.00,11.14,25653.6,1198.4,25653.6,34119.29
41959.00,10.08,26818.4,1243.2,26818.4,35668.47
41960.00,15.05,31074.4,1444.8,31074.4,41328.95
41961.00,13.94,31897.6,1422.4,31897.6,42423.81
41962.00,12.38,28750.4,1411.2,28750.4,38238.03
41963.00,12.54,29282.4,1355.2,29282.4,38945.59
41964.00,11.43,26124,1276.8,26124,34744.92
41965.00,11.01,25099.2,1142.4,25099.2,33381.94
41966.00,13.3,27031.2,1478.4,27031.2,35951.50
41967.00,23.08,33325.6,1624,33325.6,44323.05
41968.00,24.09,30251.2,1366.4,30251.2,40234.10
41969.00,19.33,28884.8,1254.4,28884.8,38416.78
41970.00,16.36,27798.4,1209.6,27798.4,36971.87
41971.00,14.92,26908,1176,26908,35787.64
41972.00,16.11,25547.2,1153.6,25547.2,33977.78
41973.00,13.22,28912.8,1444.8,28912.8,38454.02
41974.00,13.23,30548,1545.6,30548,40628.84
41975.00,14.35,34193.6,1512,34193.6,45477.49
41976.00,13.94,28784,1433.6,28784,38282.72
41977.00,14.36,28627.2,1254.4,28627.2,38074.18
41978.00,17.51,30424.8,1836.8,30424.8,40464.98
41979.00,21.82,36545.6,1780.8,36545.6,48605.65
41980.00,21.77,34389.6,1568,34389.6,45738.17
41981.00,23.07,33493.6,1489.6,33493.6,44546.49
41982.00,22.73,34260.8,1512,34260.8,45566.86
41983.00,20,32681.6,1467.2,32681.6,43466.53
41984.00,19.52,30184,1332.8,30184,40144.72
41985.00,20.09,32216.8,1668.8,32216.8,42848.34
41986.00,19.35,38287.2,1668.8,38287.2,50921.98
41987.00,20.11,38136,1635.2,38136,50720.88
41988.00,19.56,35974.4,1635.2,35974.4,47845.95
41989.00,18.86,31780,1489.6,31780,42267.40
41990.00,14.1,28700,1288,28700,38171.00
41991.00,13.96,28593.6,1276.8,28593.6,38029.49
41992.00,13,30542.4,1444.8,30542.4,40621.39
41993.00,12.46,31281.6,1433.6,31281.6,41604.53
41994.00,11.75,28067.2,1254.4,28067.2,37329.38
41995.00,12.05,29848,1433.6,29848,39697.84
41996.00,12.62,32978.4,1433.6,32978.4,43861.27
41997.00,14.93,31276,1422.4,31276,41597.08
41998.00,17.26,27848.8,1254.4,27848.8,37038.90
41999.00,17.35,27227.2,1198.4,27227.2,36212.18
42000.00,14.96,27014.4,1198.4,27014.4,35929.15
42001.00,19.37,28784,1254.4,28784,38282.72
42002.00,16,28190.4,1254.4,28190.4,37493.23
42003.00,14.26,28974.4,1344,28974.4,38535.95
42004.00,12.93,27400.8,1232,27400.8,36443.06
42005.00,12.58,27552,1232,27552,36644.16
42006.00,11.43,26493.6,1187.2,26493.6,35236.49
42007.00,21.21,33560.8,1668.8,33560.8,44635.86
42008.00,20.1,33224.8,1456,33224.8,44188.98
42009.00,19.58,31847.2,1400,31847.2,42356.78
42010.00,19.43,33129.6,1467.2,33129.6,44062.37
42011.00,18.83,33829.6,1467.2,33829.6,44993.37
42012.00,17.28,33773.6,1489.6,33773.6,44918.89
42013.00,17.18,33549.6,1456,33549.6,44620.97
42014.00,17.57,31567.2,1422.4,31567.2,41984.38
42015.00,17.36,30357.6,1321.6,30357.6,40375.61
42016.00,18.68,31147.2,1388.8,31147.2,41425.78
42017.00,17.9,29859.2,1366.4,29859.2,39712.74
42018.00,16.63,29176,1288,29176,38804.08
42019.00,14.66,28576.8,1299.2,28576.8,38007.14
42020.00,13.73,28347.2,1265.6,28347.2,37701.78
42021.00,12.66,26600,1254.4,26600,35378.00
42022.00,11.7,27048,1187.2,27048,35973.84
42023.00,11.78,26880,1209.6,26880,35750.40
42024.00,12.69,27339.2,1209.6,27339.2,36361.14
42025.00,13.48,28358.4,1310.4,28358.4,37716.67
42026.00,13.33,29276.8,1299.2,29276.8,38938.14
42027.00,13.46,28644,1288,28644,38096.52
42028.00,13.67,27826.4,1265.6,27826.4,37009.11
42029.00,13.27,30962.4,1545.6,30962.4,41179.99
42030.00,13.8,31197.6,1500.8,31197.6,41492.81
42031.00,13.3,33336.8,1590.4,33336.8,44337.94
42032.00,13.08,31533.6,1590.4,31533.6,41939.69
42033.00,13.21,29327.2,1288,29327.2,39005.18
42034.00,12.92,28716.8,1254.4,28716.8,38193.34
42035.00,13.03,31388,1545.6,31388,41746.04
42036.00,9.04,31735.2,1568,31735.2,42207.82
42037.00,11.25,31673.6,1478.4,31673.6,42125.89
42038.00,14.07,30856,1377.6,30856,41038.48
42039.00,14.35,34238.4,1646.4,34238.4,45537.07
42040.00,13.87,34059.2,1635.2,34059.2,45298.74
42041.00,14.2,36041.6,1601.6,36041.6,47935.33
42042.00,13.55,35386.4,1579.2,35386.4,47063.91
42043.00,14.43,32289.6,1545.6,32289.6,42945.17
42044.00,13,36114.4,1624,36114.4,48032.15
42045.00,13.38,36954.4,1612.8,36954.4,49149.35
42046.00,12.45,35896,1612.8,35896,47741.68
42047.00,10.91,34322.4,1579.2,34322.4,45648.79
42048.00,11.28,29528.8,1299.2,29528.8,39273.30
42049.00,11.79,28520.8,1332.8,28520.8,37932.66
42050.00,10.81,30100,1355.2,30100,40033.00
42051.00,11.46,30604,1388.8,30604,40703.32
42052.00,10.86,30447.2,1400,30447.2,40494.78
42053.00,11.94,30144.8,1321.6,30144.8,40092.58
42054.00,12.07,30581.6,1377.6,30581.6,40673.53
42055.00,13.5,31371.2,1366.4,31371.2,41723.70
42056.00,12.66,28963.2,1299.2,28963.2,38521.06
42057.00,13.27,31886.4,1657.6,31886.4,42408.91
42058.00,12.68,34955.2,1668.8,34955.2,46490.42
42059.00,11.73,33790.4,1668.8,33790.4,44941.23
42060.00,13.15,35851.2,1612.8,35851.2,47682.10
42061.00,13.45,34669.6,1612.8,34669.6,46110.57
42062.00,13.53,32065.6,1523.2,32065.6,42647.25
42063.00,12.53,32144,1512,32144,42751.52
42064.00,12.07,29400,1478.4,29400,39102.00
42065.00,12.52,32754.4,1612.8,32754.4,43563.35
42066.00,15.27,37049.6,1691.2,37049.6,49275.97
42067.00,18.2,35380.8,1713.6,35380.8,47056.46
42068.00,18.42,31337.6,1377.6,31337.6,41679.01
42069.00,18.32,31981.6,1489.6,31981.6,42535.53
42070.00,18.71,33437.6,1500.8,33437.6,44472.01
42071.00,21.15,38035.2,1836.8,38035.2,50586.82
42072.00,25.3,41328,1848,41328,54966.24
42073.00,26.25,44940,2049.6,44940,59770.20
42074.00,34.87,46121.6,2060.8,46121.6,61341.73
42075.00,30.91,42935.2,1881.6,42935.2,57103.82
42076.00,31.77,37805.6,1848,37805.6,50281.45
42077.00,32.16,40930.4,1892.8,40930.4,54437.43
42078.00,31.43,37671.2,1657.6,37671.2,50102.70
42079.00,30.45,39972.8,1881.6,39972.8,53163.82
42080.00,28.11,41888,1892.8,41888,55711.04
42081.00,26.44,40023.2,1915.2,40023.2,53230.86
42082.00,19.23,30514.4,1433.6,30514.4,40584.15
42083.00,17.28,31102.4,1422.4,31102.4,41366.19
42084.00,13.88,32351.2,1444.8,32351.2,43027.10
42085.00,14.24,30867.2,1534.4,30867.2,41053.38
42086.00,12.89,34910.4,1612.8,34910.4,46430.83
42087.00,14.54,33236,1590.4,33236,44203.88
42088.00,17.28,34171.2,1534.4,34171.2,45447.70
42089.00,18.48,35117.6,1568,35117.6,46706.41
42090.00,20.12,33588.8,1545.6,33588.8,44673.10
42091.00,21.43,32116,1556.8,32116,42714.28
42092.00,18,34484.8,1635.2,34484.8,45864.78
42093.00,18.08,35414.4,1657.6,35414.4,47101.15
42094.00,27.98,36030.4,1635.2,36030.4,47920.43
42095.00,14.23,33986.4,1489.6,33986.4,45201.91
42096.00,13.41,32166.4,1444.8,32166.4,42781.31
42097.00,21.61,34333.6,1657.6,34333.6,45663.69
42098.00,22.25,30402.4,1467.2,30402.4,40435.19
42099.00,21.76,36136.8,1646.4,36136.8,48061.94
42100.00,18.99,35425.6,1579.2,35425.6,47116.05
42101.00,21.88,36080.8,1624,36080.8,47987.46
42102.00,18.65,36108.8,1657.6,36108.8,48024.70
42103.00,20.63,35403.2,1579.2,35403.2,47086.26
42104.00,21.13,31696,1534.4,31696,42155.68
42105.00,21.51,30128,1467.2,30128,40070.24
42106.00,19.12,34316.8,1635.2,34316.8,45641.34
42107.00,14.53,35666.4,1590.4,35666.4,47436.31
42108.00,10.63,33549.6,1489.6,33549.6,44620.97
42109.00,13.62,30228.8,1500.8,30228.8,40204.30
42110.00,17.96,32328.8,1556.8,32328.8,42997.30
42111.00,18.54,33286.4,1500.8,33286.4,44270.91
42112.00,17.94,30430.4,1478.4,30430.4,40472.43
42113.00,16.12,37441.6,1926.4,37441.6,49797.33
42114.00,19.88,38404.8,1724.8,38404.8,51078.38
42115.00,23.41,36226.4,1590.4,36226.4,48181.11
42116.00,23.41,36220.8,1612.8,36220.8,48173.66
42117.00,19.6,31808,1579.2,31808,42304.64
42118.00,19.44,33521.6,1512,33521.6,44583.73
42119.00,21.35,33611.2,1590.4,33611.2,44702.90
42120.00,20.42,31673.6,1556.8,31673.6,42125.89
42121.00,17.22,34451.2,1556.8,34451.2,45820.10
42122.00,17.1,33992,1523.2,33992,45209.36
42123.00,16.88,32614.4,1444.8,32614.4,43377.15
42124.00,14.53,31136,1624,31136,41410.88
42125.00,14.51,32020.8,1500.8,32020.8,42587.66
42126.00,12.07,31141.6,1444.8,31141.6,41418.33
42127.00,12.67,31802.4,1489.6,31802.4,42297.19
42128.00,13.25,29495.2,1512,29495.2,39228.62
42129.00,12.73,33359.2,1489.6,33359.2,44367.74
42130.00,14.16,33079.2,1467.2,33079.2,43995.34
42131.00,11.79,31656.8,1456,31656.8,42103.54
42132.00,12.94,31220,1444.8,31220,41522.60
42133.00,12.02,31354.4,1422.4,31354.4,41701.35
42134.00,13.22,29758.4,1422.4,29758.4,39578.67
42135.00,13.83,28302.4,1478.4,28302.4,37642.19
42136.00,11.42,32104.8,1500.8,32104.8,42699.38
42137.00,10.08,30475.2,1411.2,30475.2,40532.02
42138.00,11.98,27434.4,1355.2,27434.4,36487.75
42139.00,11.94,26275.2,1299.2,26275.2,34946.02
42140.00,11.2,24505.6,1265.6,24505.6,32592.45
42141.00,10.63,27339.2,1377.6,27339.2,36361.14
42142.00,10.54,30066.4,1411.2,30066.4,39988.31
42143.00,12.57,29976.8,1355.2,29976.8,39869.14
42144.00,11.03,23878.4,1153.6,23878.4,31758.27
42145.00,10.68,25463.2,1276.8,25463.2,33866.06
42146.00,10.4,25440.8,1220.8,25440.8,33836.26
42147.00,10.05,23268,1187.2,23268,30946.44
42148.00,8.74,23452.8,1064,23452.8,31192.22
42149.00,9.75,24231.2,1120,24231.2,32227.50
42150.00,10.48,25043.2,1142.4,25043.2,33307.46
42151.00,8.76,27434.4,1310.4,27434.4,36487.75
42152.00,9.93,23536.8,1232,23536.8,31303.94
42153.00,8.88,22825.6,1041.6,22825.6,30358.05
42154.00,10.95,22596,1075.2,22596,30052.68
42155.00,12.54,23307.2,1097.6,23307.2,30998.58
42156.00,10.96,23368.8,1097.6,23368.8,31080.50
42157.00,10.53,23408,1075.2,23408,31132.64
42158.00,9.41,23032.8,1064,23032.8,30633.62
42159.00,9.43,23055.2,1052.8,23055.2,30663.42
42160.00,9.18,21464.8,963.2,21464.8,28548.18
42161.00,8.86,21420,974.4,21420,28488.60
42162.00,8.61,22304.8,1052.8,22304.8,29665.38
42163.00,13.86,24589.6,1120,24589.6,32704.17
42164.00,13.68,24220,1097.6,24220,32212.60
42165.00,10.69,22786.4,1030.4,22786.4,30305.91
42166.00,10.61,22142.4,1008,22142.4,29449.39
42167.00,10.05,21873.6,996.8,21873.6,29091.89
42168.00,10.25,21543.2,1008,21543.2,28652.46
42169.00,8.69,22086.4,1019.2,22086.4,29374.91
42170.00,10.1,22444.8,1030.4,22444.8,29851.58
42171.00,13.84,24074.4,1075.2,24074.4,32018.95
42172.00,14.29,23587.2,1064,23587.2,31370.98
42173.00,22.09,22036,1008,22036,29307.88
42174.00,25.71,30385.6,1680,30385.6,40412.85
42175.00,26.84,32345.6,1624,32345.6,43019.65
42176.00,26.84,29254.4,1288,29254.4,38908.35
42177.00,25.17,29047.2,1321.6,29047.2,38632.78
42178.00,24.58,28772.8,1288,28772.8,38267.82
42179.00,23.24,30508.8,1456,30508.8,40576.70
42180.00,24.68,26409.6,1198.4,26409.6,35124.77
42181.00,25.69,27098.4,1209.6,27098.4,36040.87
42182.00,25.04,29405.6,1321.6,29405.6,39109.45
