date,MG,billed_kWh,kW,total_kWh, Operation_bill 
40670.00,24.08,26392.8,1209.6,26392.8,35102.42
40671.00,16.17,25020.8,1120,25020.8,33277.66
40672.00,15,22948.8,1086.4,22948.8,30521.90
40673.00,13.31,26364.8,1187.2,26364.8,35065.18
40674.00,11.25,25642.4,1198.4,25642.4,34104.39
40675.00,11.48,25586.4,1153.6,25586.4,34029.91
40676.00,11.28,23548,1075.2,23548,31318.84
40677.00,9.87,22500.8,1019.2,22500.8,29926.06
40678.00,11.89,21476,1164.8,21476,28563.08
40679.00,13.03,25485.6,1153.6,25485.6,33895.85
40680.00,11.41,24018.4,1131.2,24018.4,31944.47
40681.00,9.98,19969.6,1008,19969.6,26559.57
40682.00,9.94,24124.8,1097.6,24124.8,32085.98
40683.00,9.35,22036,1052.8,22036,29307.88
40684.00,9.02,22747.2,1064,22747.2,30253.78
40685.00,9.09,19958.4,1030.4,19958.4,26544.67
40686.00,10.24,19499.2,1108.8,19499.2,25933.94
40687.00,10.86,23346.4,1064,23346.4,31050.71
40688.00,11.6,20983.2,1120,20983.2,27907.66
40689.00,20.56,26852,1265.6,26852,35713.16
40690.00,16.51,25205.6,1131.2,25205.6,33523.45
40691.00,13.15,23788.8,1075.2,23788.8,31639.10
40692.00,11.46,23094.4,1097.6,23094.4,30715.55
40693.00,10.63,22909.6,1120,22909.6,30469.77
40694.00,10.76,24164,1097.6,24164,32138.12
40695.00,9.71,23772,1075.2,23772,31616.76
40696.00,9,22590.4,1019.2,22590.4,30045.23
40697.00,9.2,22288,1008,22288,29643.04
40698.00,8.97,22383.2,1030.4,22383.2,29769.66
40699.00,9.96,21571.2,1052.8,21571.2,28689.70
40700.00,9.12,23133.6,1030.4,23133.6,30767.69
40701.00,8.82,22780.8,1008,22780.8,30298.46
40702.00,7.7,22657.6,1176,22657.6,30134.61
40703.00,7.52,21588,963.2,21588,28712.04
40704.00,7.83,21728,963.2,21728,28898.24
40705.00,9.53,22624,1019.2,22624,30089.92
40706.00,8.13,21128.8,952,21128.8,28101.30
40707.00,8.54,21128.8,963.2,21128.8,28101.30
40708.00,7.81,22394.4,1030.4,22394.4,29784.55
40709.00,10.72,24595.2,1467.2,24595.2,32711.62
40710.00,14.83,23441.6,1041.6,23441.6,31177.33
40711.00,16.07,24119.2,1075.2,24119.2,32078.54
40712.00,14.09,24707.2,1086.4,24707.2,32860.58
40713.00,14.27,22775.2,1030.4,22775.2,30291.02
40714.00,13.77,22736,1030.4,22736,30238.88
40715.00,9.75,21834.4,1008,21834.4,29039.75
40716.00,9.12,22332.8,1030.4,22332.8,29702.62
40717.00,8.72,21879.2,1019.2,21879.2,29099.34
40718.00,7.79,22752.8,996.8,22752.8,30261.22
40719.00,6.86,21946.4,996.8,21946.4,29188.71
40720.00,11.92,21784,996.8,21784,28972.72
40721.00,14.84,23895.2,1164.8,23895.2,31780.62
40722.00,12.03,22870.4,1064,22870.4,30417.63
40723.00,9.91,21744.8,985.6,21744.8,28920.58
40724.00,9.47,22523.2,1041.6,22523.2,29955.86
40725.00,8.52,22730.4,1030.4,22730.4,30231.43
40726.00,7.75,22674.4,1041.6,22674.4,30156.95
40727.00,7.59,22316,985.6,22316,29680.28
40728.00,9.37,21756,985.6,21756,28935.48
40729.00,7.3,22584.8,1008,22584.8,30037.78
40730.00,7.15,22528.8,996.8,22528.8,29963.30
40731.00,7.38,22545.6,996.8,22545.6,29985.65
40732.00,6.94,22332.8,1008,22332.8,29702.62
40733.00,6.37,22304.8,996.8,22304.8,29665.38
40734.00,5.94,21952,963.2,21952,29196.16
40735.00,7.06,22271.2,1019.2,22271.2,29620.70
40736.00,7.5,22052.8,1019.2,22052.8,29330.22
40737.00,10.43,21560,1052.8,21560,28674.80
40738.00,6.6,22607.2,1008,22607.2,30067.58
40739.00,6.83,22646.4,996.8,22646.4,30119.71
40740.00,6.87,20960.8,952,20960.8,27877.86
40741.00,6.39,21123.2,952,21123.2,28093.86
40742.00,6.85,21358.4,952,21358.4,28406.67
40743.00,7.16,21694.4,985.6,21694.4,28853.55
40744.00,6.38,20860,974.4,20860,27743.80
40745.00,5.94,21431.2,940.8,21431.2,28503.50
40746.00,6.03,22086.4,985.6,22086.4,29374.91
40747.00,5.92,22041.6,952,22041.6,29315.33
40748.00,8.65,21403.2,952,21403.2,28466.26
40749.00,8.09,22002.4,996.8,22002.4,29263.19
40750.00,7.2,21280,974.4,21280,28302.40
40751.00,6.74,21991.2,974.4,21991.2,29248.30
40752.00,6.61,22237.6,963.2,22237.6,29576.01
40753.00,6.33,22181.6,963.2,22181.6,29501.53
40754.00,6.21,21834.4,963.2,21834.4,29039.75
40755.00,5.59,20792.8,974.4,20792.8,27654.42
40756.00,8.28,20199.2,907.2,20199.2,26864.94
40757.00,5.98,20764.8,907.2,20764.8,27617.18
40758.00,6.1,20972,963.2,20972,27892.76
40759.00,5.68,21375.2,940.8,21375.2,28429.02
40760.00,5.09,21252,996.8,21252,28265.16
40761.00,5.44,20619.2,952,20619.2,27423.54
40762.00,6.38,20932.8,952,20932.8,27840.62
40763.00,5.93,21268.8,952,21268.8,28287.50
40764.00,5.81,20423.2,918.4,20423.2,27162.86
40765.00,5.63,21392,952,21392,28451.36
40766.00,5.02,21750.4,974.4,21750.4,28928.03
40767.00,4.6,21873.6,1008,21873.6,29091.89
40768.00,4.85,21963.2,1008,21963.2,29211.06
40769.00,8.24,21946.4,1064,21946.4,29188.71
40770.00,7.24,21078.4,1030.4,21078.4,28034.27
40771.00,6.93,22254.4,1019.2,22254.4,29598.35
40772.00,6.4,20994.4,985.6,20994.4,27922.55
40773.00,7.49,22439.2,1097.6,22439.2,29844.14
40774.00,6.95,21145.6,1041.6,21145.6,28123.65
40775.00,6.43,21274.4,952,21274.4,28294.95
40776.00,6.2,20792.8,940.8,20792.8,27654.42
40777.00,6.12,20406.4,918.4,20406.4,27140.51
40778.00,6.98,20059.2,963.2,20059.2,26678.74
40779.00,7.39,20854.4,929.6,20854.4,27736.35
40780.00,6.71,21252,963.2,21252,28265.16
40781.00,6.55,21868,974.4,21868,29084.44
40782.00,6.13,20848.8,940.8,20848.8,27728.90
40783.00,6.41,20501.6,940.8,20501.6,27267.13
40784.00,6.56,21644,996.8,21644,28786.52
40785.00,6.65,20893.6,963.2,20893.6,27788.49
40786.00,6.63,21733.6,974.4,21733.6,28905.69
40787.00,7.19,22276.8,985.6,22276.8,29628.14
40788.00,7.59,22624,1030.4,22624,30089.92
40789.00,6.84,22260,1052.8,22260,29605.80
40790.00,6.91,22198.4,985.6,22198.4,29523.87
40791.00,6.27,21800.8,996.8,21800.8,28995.06
40792.00,6.64,20277.6,963.2,20277.6,26969.21
40793.00,5.62,20221.6,918.4,20221.6,26894.73
40794.00,6.17,20585.6,918.4,20585.6,27378.85
40795.00,5.71,21716.8,1019.2,21716.8,28883.34
40796.00,6.42,21565.6,952,21565.6,28682.25
40797.00,7.17,21957.6,1019.2,21957.6,29203.61
40798.00,6.2,21985.6,1041.6,21985.6,29240.85
40799.00,6.35,20927.2,929.6,20927.2,27833.18
40800.00,7.35,22674.4,1075.2,22674.4,30156.95
40801.00,8.52,22304.8,1030.4,22304.8,29665.38
40802.00,8.04,22848,1097.6,22848,30387.84
40803.00,9.94,23973.6,1142.4,23973.6,31884.89
40804.00,10.64,23828,1097.6,23828,31691.24
40805.00,13.13,23951.2,1131.2,23951.2,31855.10
40806.00,14.65,24606.4,1108.8,24606.4,32726.51
40807.00,12.44,24332,1131.2,24332,32361.56
40808.00,9.96,24124.8,1108.8,24124.8,32085.98
40809.00,12.96,24432.8,1142.4,24432.8,32495.62
40810.00,11.97,23671.2,1108.8,23671.2,31482.70
40811.00,12.9,26068,1400,26068,34670.44
40812.00,16.41,26124,1321.6,26124,34744.92
40813.00,15.76,21952,1030.4,21952,29196.16
40814.00,15.22,24001.6,1108.8,24001.6,31922.13
40815.00,13.66,24024,1075.2,24024,31951.92
40816.00,11.32,24091.2,1086.4,24091.2,32041.30
40817.00,11.15,23744,1086.4,23744,31579.52
40818.00,8.68,21504,1030.4,21504,28600.32
40819.00,9.05,20490.4,963.2,20490.4,27252.23
40820.00,7.27,21800.8,985.6,21800.8,28995.06
40821.00,6.78,21268.8,963.2,21268.8,28287.50
40822.00,6.87,21711.2,974.4,21711.2,28875.90
40823.00,6.63,21565.6,940.8,21565.6,28682.25
40824.00,7,21498.4,952,21498.4,28592.87
40825.00,6.99,21162.4,996.8,21162.4,28145.99
40826.00,7.48,20960.8,963.2,20960.8,27877.86
40827.00,6.96,20848.8,974.4,20848.8,27728.90
40828.00,7.1,20921.6,952,20921.6,27825.73
40829.00,9.56,21481.6,1120,21481.6,28570.53
40830.00,8.6,24175.2,1131.2,24175.2,32153.02
40831.00,7.48,23760.8,1086.4,23760.8,31601.86
40832.00,6.48,22276.8,1030.4,22276.8,29628.14
40833.00,6.72,21800.8,985.6,21800.8,28995.06
40834.00,7.1,22562.4,1052.8,22562.4,30007.99
40835.00,9.76,22153.6,1120,22153.6,29464.29
40836.00,17.26,25104.8,1164.8,25104.8,33389.38
40837.00,12.34,21946.4,985.6,21946.4,29188.71
40838.00,10.68,21929.6,985.6,21929.6,29166.37
40839.00,9.28,21296.8,996.8,21296.8,28324.74
40840.00,8.02,22008,1008,22008,29270.64
40841.00,7.84,21739.2,985.6,21739.2,28913.14
40842.00,8.27,21868,1019.2,21868,29084.44
40843.00,12.44,21364,963.2,21364,28414.12
40844.00,10.04,21907.2,985.6,21907.2,29136.58
40845.00,8.11,23049.6,1030.4,23049.6,30655.97
40846.00,7.7,21912.8,985.6,21912.8,29144.02
40847.00,8.5,21828.8,974.4,21828.8,29032.30
40848.00,8.04,21526.4,974.4,21526.4,28630.11
40849.00,7.77,21683.2,1075.2,21683.2,28838.66
40850.00,8.08,25172,1153.6,25172,33478.76
40851.00,10.13,23380,1064,23380,31095.40
40852.00,9.3,23122.4,1030.4,23122.4,30752.79
40853.00,8.71,22988,1052.8,22988,30574.04
40854.00,8.02,22125.6,1041.6,22125.6,29427.05
40855.00,8.23,23273.6,1086.4,23273.6,30953.89
40856.00,9.95,24802.4,1142.4,24802.4,32987.19
40857.00,9.5,22943.2,1041.6,22943.2,30514.46
40858.00,8.31,23240,1030.4,23240,30909.20
40859.00,7.49,22640.8,1041.6,22640.8,30112.26
40860.00,7.55,21649.6,1008,21649.6,28793.97
40861.00,12.37,24197.6,1086.4,24197.6,32182.81
40862.00,11.45,23609.6,1075.2,23609.6,31400.77
40863.00,10.54,23189.6,1120,23189.6,30842.17
40864.00,8.68,24169.6,1086.4,24169.6,32145.57
40865.00,8.32,24108,1075.2,24108,32063.64
40866.00,8.37,24337.6,1131.2,24337.6,32369.01
40867.00,8.33,24287.2,1075.2,24287.2,32301.98
40868.00,10.29,22444.8,1052.8,22444.8,29851.58
40869.00,11.07,24824.8,1176,24824.8,33016.98
40870.00,14.26,24309.6,1097.6,24309.6,32331.77
40871.00,12.98,23419.2,1064,23419.2,31147.54
40872.00,13.16,23968,1086.4,23968,31877.44
40873.00,12.29,24712.8,1097.6,24712.8,32868.02
40874.00,11.25,23240,1142.4,23240,30909.20
40875.00,15.88,26762.4,1276.8,26762.4,35593.99
40876.00,18.78,31152.8,1456,31152.8,41433.22
40877.00,28.26,28744.8,1344,28744.8,38230.58
40878.00,24.4,27854.4,1288,27854.4,37046.35
40879.00,23.48,27367.2,1209.6,27367.2,36398.38
40880.00,23.17,27417.6,1321.6,27417.6,36465.41
40881.00,25.88,28526.4,1355.2,28526.4,37940.11
40882.00,30.49,34932.8,1691.2,34932.8,46460.62
40883.00,27.99,30167.2,1478.4,30167.2,40122.38
40884.00,26.06,30100,1377.6,30100,40033.00
40885.00,27.8,32552.8,1590.4,32552.8,43295.22
40886.00,28.69,35616,1601.6,35616,47369.28
40887.00,26.39,35224,1624,35224,46847.92
40888.00,12.05,29265.6,1288,29265.6,38923.25
40889.00,12.62,25440.8,1176,25440.8,33836.26
40890.00,12.37,24763.2,1097.6,24763.2,32935.06
40891.00,13.09,24113.6,1108.8,24113.6,32071.09
40892.00,24.76,30447.2,1456,30447.2,40494.78
40893.00,23.58,28856.8,1366.4,28856.8,38379.54
40894.00,20.51,30492,1355.2,30492,40554.36
40895.00,15.87,28190.4,1310.4,28190.4,37493.23
40896.00,11.7,23895.2,1108.8,23895.2,31780.62
40897.00,14.43,25569.6,1120,25569.6,34007.57
40898.00,17.79,25956,1153.6,25956,34521.48
40899.00,13.69,24880.8,1120,24880.8,33091.46
40900.00,12.35,23604,1198.4,23604,31393.32
40901.00,9.87,25776.8,1187.2,25776.8,34283.14
40902.00,7.84,24819.2,1187.2,24819.2,33009.54
40903.00,8.06,25278.4,1176,25278.4,33620.27
40904.00,11.98,24757.6,1198.4,24757.6,32927.61
40905.00,15.09,24180.8,1176,24180.8,32160.46
40906.00,12.32,26796,1254.4,26796,35638.68
40907.00,13.01,27104,1232,27104,36048.32
40908.00,11.8,28095.2,1243.2,28095.2,37366.62
40909.00,10.91,27356,1220.8,27356,36383.48
40910.00,10.76,25832.8,1176,25832.8,34357.62
40911.00,9.94,26336.8,1164.8,26336.8,35027.94
40912.00,10.21,26348,1164.8,26348,35042.84
40913.00,10.04,26202.4,1254.4,26202.4,34849.19
40914.00,10.66,26264,1198.4,26264,34931.12
40915.00,9.43,25894.4,1142.4,25894.4,34439.55
40916.00,9.05,25771.2,1164.8,25771.2,34275.70
40917.00,9.51,26633.6,1198.4,26633.6,35422.69
40918.00,10.05,26135.2,1198.4,26135.2,34759.82
40919.00,12.91,28784,1411.2,28784,38282.72
40920.00,17.11,30615.2,1355.2,30615.2,40718.22
40921.00,14.8,29747.2,1288,29747.2,39563.78
40922.00,15.84,30458.4,1377.6,30458.4,40509.67
40923.00,13.57,27714.4,1299.2,27714.4,36860.15
40924.00,11.79,27283.2,1209.6,27283.2,36286.66
40925.00,20.23,32950.4,1780.8,32950.4,43824.03
40926.00,21.91,30576,1355.2,30576,40666.08
40927.00,18.1,30514.4,1467.2,30514.4,40584.15
40928.00,19.19,33045.6,1478.4,33045.6,43950.65
40929.00,19.42,33454.4,1489.6,33454.4,44494.35
40930.00,17.28,31024,1400,31024,41261.92
40931.00,18.36,30620.8,1478.4,30620.8,40725.66
40932.00,23.78,28487.2,1276.8,28487.2,37887.98
40933.00,26.9,32608.8,1489.6,32608.8,43369.70
40934.00,23.8,34524,1523.2,34524,45916.92
40935.00,23.02,32172,1456,32172,42788.76
40936.00,20.92,33135.2,1422.4,33135.2,44069.82
40937.00,19.03,29965.6,1422.4,29965.6,39854.25
40938.00,23.86,30732.8,1422.4,30732.8,40874.62
40939.00,19.95,29982.4,1388.8,29982.4,39876.59
40940.00,17.5,26728.8,1254.4,26728.8,35549.30
40941.00,15.63,27669.6,1288,27669.6,36800.57
40942.00,14.72,29086.4,1321.6,29086.4,38684.91
40943.00,14.73,29019.2,1288,29019.2,38595.54
40944.00,15.02,28588,1276.8,28588,38022.04
40945.00,13.58,26908,1220.8,26908,35787.64
40946.00,12.82,25928,1176,25928,34484.24
40947.00,12.02,25636.8,1153.6,25636.8,34096.94
40948.00,11.05,26348,1187.2,26348,35042.84
40949.00,10.85,23744,1164.8,23744,31579.52
40950.00,10.61,28504,1299.2,28504,37910.32
40951.00,9.94,28313.6,1276.8,28313.6,37657.09
40952.00,9.93,28453.6,1276.8,28453.6,37843.29
40953.00,10.49,27770.4,1299.2,27770.4,36934.63
40954.00,10,28386.4,1310.4,28386.4,37753.91
40955.00,11.1,28067.2,1321.6,28067.2,37329.38
40956.00,11.4,29685.6,1288,29685.6,39481.85
40957.00,10.25,29355.2,1265.6,29355.2,39042.42
40958.00,10.4,28952,1276.8,28952,38506.16
40959.00,10.64,28666.4,1265.6,28666.4,38126.31
40960.00,11.56,28817.6,1276.8,28817.6,38327.41
40961.00,10.75,27781.6,1243.2,27781.6,36949.53
40962.00,11.27,27619.2,1220.8,27619.2,36733.54
40963.00,10.5,26868.8,1299.2,26868.8,35735.50
40964.00,10.29,28694.4,1276.8,28694.4,38163.55
40965.00,10.58,27613.6,1254.4,27613.6,36726.09
40966.00,11.06,28173.6,1254.4,28173.6,37470.89
40967.00,11.08,28957.6,1332.8,28957.6,38513.61
40968.00,11.58,28173.6,1288,28173.6,37470.89
40969.00,11.58,28442.4,1265.6,28442.4,37828.39
40970.00,10.52,28509.6,1288,28509.6,37917.77
40971.00,9.72,28789.6,1254.4,28789.6,38290.17
40972.00,9.33,28638.4,1265.6,28638.4,38089.07
40973.00,9.5,27988.8,1288,27988.8,37225.10
40974.00,9.65,28313.6,1276.8,28313.6,37657.09
40975.00,8.69,27451.2,1209.6,27451.2,36510.10
40976.00,10.34,28817.6,1332.8,28817.6,38327.41
40977.00,10.83,29131.2,1276.8,29131.2,38744.50
40978.00,9.72,28476,1265.6,28476,37873.08
40979.00,8.76,27652.8,1209.6,27652.8,36778.22
40980.00,9.85,26364.8,1187.2,26364.8,35065.18
40981.00,10.49,23626.4,1120,23626.4,31423.11
40982.00,9.89,25603.2,1153.6,25603.2,34052.26
40983.00,8.79,25110.4,1120,25110.4,33396.83
40984.00,8.56,25138.4,1120,25138.4,33434.07
40985.00,8.09,25228,1097.6,25228,33553.24
40986.00,9.24,24169.6,1108.8,24169.6,32145.57
40987.00,9.41,23996,1086.4,23996,31914.68
40988.00,9.46,23766.4,1097.6,23766.4,31609.31
40989.00,9.56,25155.2,1120,25155.2,33456.42
40990.00,9.07,25748.8,1153.6,25748.8,34245.90
40991.00,10.53,25765.6,1288,25765.6,34268.25
40992.00,12.01,25664.8,1220.8,25664.8,34134.18
40993.00,12.54,25300.8,1153.6,25300.8,33650.06
40994.00,12.44,24466.4,1120,24466.4,32540.31
40995.00,11.94,26174.4,1254.4,26174.4,34811.95
40996.00,11.08,25597.6,1142.4,25597.6,34044.81
40997.00,11.54,25278.4,1176,25278.4,33620.27
40998.00,11.31,25569.6,1187.2,25569.6,34007.57
40999.00,12.07,25608.8,1198.4,25608.8,34059.70
41000.00,9.08,26292,1187.2,26292,34968.36
41001.00,12.48,24841.6,1153.6,24841.6,33039.33
41002.00,13.12,26600,1276.8,26600,35378.00
41003.00,12.83,26835.2,1288,26835.2,35690.82
41004.00,11.39,30895.2,1467.2,30895.2,41090.62
41005.00,12.71,30413.6,1332.8,30413.6,40450.09
41006.00,12.31,29568,1288,29568,39325.44
41007.00,13.4,26230.4,1232,26230.4,34886.43
41008.00,12.06,27176.8,1321.6,27176.8,36145.14
41009.00,10.59,31231.2,1377.6,31231.2,41537.50
41010.00,10.02,30928.8,1377.6,30928.8,41135.30
41011.00,9.93,31460.8,1355.2,31460.8,41842.86
41012.00,11.33,30794.4,1332.8,30794.4,40956.55
41013.00,15.15,33622.4,1568,33622.4,44717.79
41014.00,15.67,30682.4,1444.8,30682.4,40807.59
41015.00,16.13,31242.4,1377.6,31242.4,41552.39
41016.00,15.77,30660,1344,30660,40777.80
41017.00,18.52,30077.6,1422.4,30077.6,40003.21
41018.00,17.63,30788.8,1377.6,30788.8,40949.10
41019.00,16.49,29691.2,1310.4,29691.2,39489.30
41020.00,8.66,27171.2,1288,27171.2,36137.70
41021.00,6.3,29461.6,1332.8,29461.6,39183.93
41022.00,13.57,28022.4,1288,28022.4,37269.79
41023.00,17.38,26706.4,1243.2,26706.4,35519.51
41024.00,13.63,25474.4,1153.6,25474.4,33880.95
41025.00,13.51,26308.8,1176,26308.8,34990.70
41026.00,10.27,27395.2,1209.6,27395.2,36435.62
41027.00,10.61,26846.4,1176,26846.4,35705.71
41028.00,11.53,25508,1164.8,25508,33925.64
41029.00,11.7,24281.6,1120,24281.6,32294.53
41030.00,13.63,26454.4,1388.8,26454.4,35184.35
41031.00,12.53,26835.2,1220.8,26835.2,35690.82
41032.00,14.3,28952,1321.6,28952,38506.16
41033.00,11.73,29148,1344,29148,38766.84
41034.00,14.22,29965.6,1332.8,29965.6,39854.25
41035.00,13.29,27854.4,1265.6,27854.4,37046.35
41036.00,15.25,28028,1512,28028,37277.24
41037.00,18.88,27636,1400,27636,36755.88
41038.00,19.45,26908,1209.6,26908,35787.64
41039.00,17.7,26975.2,1310.4,26975.2,35877.02
41040.00,13.98,30340.8,1310.4,30340.8,40353.26
41041.00,13.63,28879.2,1276.8,28879.2,38409.34
41042.00,15.07,27524,1232,27524,36606.92
41043.00,15.39,28156.8,1254.4,28156.8,37448.54
41044.00,11.93,27563.2,1232,27563.2,36659.06
41045.00,10.83,26628,1164.8,26628,35415.24
41046.00,10.41,25743.2,1142.4,25743.2,34238.46
41047.00,8.01,25810.4,1120,25810.4,34327.83
41048.00,7.22,24673.6,1097.6,24673.6,32815.89
41049.00,7.38,24404.8,1086.4,24404.8,32458.38
41050.00,8.8,21481.6,1064,21481.6,28570.53
41051.00,7.7,25004,1131.2,25004,33255.32
41052.00,7.21,23912,1086.4,23912,31802.96
41053.00,6.27,24572.8,1108.8,24572.8,32681.82
41054.00,7.03,25368,1108.8,25368,33739.44
41055.00,7.59,24892,1120,24892,33106.36
41056.00,8.11,23951.2,1097.6,23951.2,31855.10
41057.00,8.35,24539.2,1097.6,24539.2,32637.14
41058.00,8.85,24220,1086.4,24220,32212.60
41059.00,6.77,21940.8,1041.6,21940.8,29181.26
41060.00,6.81,23609.6,1108.8,23609.6,31400.77
41061.00,8.22,25502.4,1108.8,25502.4,33918.19
41062.00,7.42,24724,1108.8,24724,32882.92
41063.00,7.54,22428,1041.6,22428,29829.24
41064.00,7.72,23055.2,1030.4,23055.2,30663.42
41065.00,8.31,20456.8,952,20456.8,27207.54
41066.00,7.52,21672,974.4,21672,28823.76
41067.00,6.68,21168,974.4,21168,28153.44
41068.00,6.66,20792.8,974.4,20792.8,27654.42
41069.00,6.18,21621.6,974.4,21621.6,28756.73
41070.00,5.74,20311.2,952,20311.2,27013.90
41071.00,7.51,21929.6,985.6,21929.6,29166.37
41072.00,6.63,21593.6,963.2,21593.6,28719.49
41073.00,6.49,20272,963.2,20272,26961.76
41074.00,6.22,20445.6,952,20445.6,27192.65
41075.00,6.6,21991.2,952,21991.2,29248.30
41076.00,6.32,19796,884.8,19796,26328.68
41077.00,5.93,21660.8,963.2,21660.8,28808.86
41078.00,6.62,21504,952,21504,28600.32
41079.00,6.64,20641.6,974.4,20641.6,27453.33
41080.00,7.02,21873.6,974.4,21873.6,29091.89
41081.00,6.59,21632.8,974.4,21632.8,28771.62
41082.00,6.46,20378.4,974.4,20378.4,27103.27
41083.00,6.12,21795.2,963.2,21795.2,28987.62
41084.00,6.45,21000,963.2,21000,27930.00
41085.00,5.93,20339.2,929.6,20339.2,27051.14
41086.00,6.51,21856.8,985.6,21856.8,29069.54
41087.00,6.11,21929.6,985.6,21929.6,29166.37
41088.00,5.83,21397.6,963.2,21397.6,28458.81
41089.00,6.5,21604.8,974.4,21604.8,28734.38
41090.00,6.13,20809.6,974.4,20809.6,27676.77
41091.00,7.2,20507.2,929.6,20507.2,27274.58
41092.00,7.33,20697.6,996.8,20697.6,27527.81
41093.00,6.82,21677.6,974.4,21677.6,28831.21
41094.00,6.41,20479.2,963.2,20479.2,27237.34
41095.00,6.34,22372,1019.2,22372,29754.76
41096.00,5.94,22036,985.6,22036,29307.88
41097.00,6.28,21162.4,985.6,21162.4,28145.99
41098.00,6.88,21744.8,996.8,21744.8,28920.58
41099.00,6.83,20277.6,918.4,20277.6,26969.21
41100.00,5.96,22170.4,996.8,22170.4,29486.63
41101.00,5.98,22517.6,985.6,22517.6,29948.41
41102.00,5.84,22036,985.6,22036,29307.88
41103.00,6.51,22254.4,996.8,22254.4,29598.35
41104.00,5.83,21498.4,963.2,21498.4,28592.87
41105.00,5.96,20927.2,929.6,20927.2,27833.18
41106.00,6.1,20283.2,963.2,20283.2,26976.66
41107.00,5.77,20126.4,940.8,20126.4,26768.11
41108.00,6.64,20596.8,929.6,20596.8,27393.74
41109.00,5.92,21509.6,974.4,21509.6,28607.77
41110.00,5.84,21240.8,963.2,21240.8,28250.26
41111.00,5.68,20344.8,918.4,20344.8,27058.58
41112.00,5.26,19751.2,929.6,19751.2,26269.10
41113.00,6.13,20798.4,963.2,20798.4,27661.87
41114.00,5.47,20490.4,907.2,20490.4,27252.23
41115.00,6.14,21308,952,21308,28339.64
41116.00,6.62,21778.4,952,21778.4,28965.27
41117.00,6.84,21918.4,1019.2,21918.4,29151.47
41118.00,6.67,20076,963.2,20076,26701.08
41119.00,5.42,20748,929.6,20748,27594.84
41120.00,6.81,19863.2,896,19863.2,26418.06
41121.00,7.12,20843.2,940.8,20843.2,27721.46
41122.00,7.56,21291.2,940.8,21291.2,28317.30
41123.00,6.34,20736.8,952,20736.8,27579.94
41124.00,6.91,20977.6,996.8,20977.6,27900.21
41125.00,7.03,21604.8,974.4,21604.8,28734.38
41126.00,7.03,21229.6,952,21229.6,28235.37
41127.00,6.48,20988.8,974.4,20988.8,27915.10
41128.00,6.78,20630.4,940.8,20630.4,27438.43
41129.00,7.38,21061.6,974.4,21061.6,28011.93
41130.00,8.48,22775.2,1008,22775.2,30291.02
41131.00,10.36,22780.8,1041.6,22780.8,30298.46
41132.00,8.02,22013.6,996.8,22013.6,29278.09
41133.00,8.27,21711.2,1008,21711.2,28875.90
41134.00,8.3,21789.6,996.8,21789.6,28980.17
41135.00,8.74,21700,974.4,21700,28861.00
41136.00,8.57,22047.2,985.6,22047.2,29322.78
41137.00,9.47,23072,1366.4,23072,30685.76
41138.00,12.9,24264.8,1075.2,24264.8,32272.18
41139.00,10.58,23301.6,1064,23301.6,30991.13
41140.00,9.76,22652,1019.2,22652,30127.16
41141.00,9.71,21800.8,974.4,21800.8,28995.06
41142.00,9.05,22674.4,1019.2,22674.4,30156.95
41143.00,9.81,23637.6,1187.2,23637.6,31438.01
41144.00,8.8,23100,1030.4,23100,30723.00
41145.00,9.08,23452.8,1041.6,23452.8,31192.22
41146.00,9.03,23083.2,1019.2,23083.2,30700.66
41147.00,8.82,23240,1041.6,23240,30909.20
41148.00,10.79,23576,1075.2,23576,31356.08
41149.00,9.46,23318.4,1041.6,23318.4,31013.47
41150.00,10.83,23861.6,1086.4,23861.6,31735.93
41151.00,8.52,23514.4,1052.8,23514.4,31274.15
41152.00,9.29,23088.8,1030.4,23088.8,30708.10
41153.00,7.6,28616,1265.6,28616,38059.28
41154.00,13.83,30872.8,1377.6,30872.8,41060.82
41155.00,10.98,29461.6,1344,29461.6,39183.93
41156.00,9.94,27389.6,1366.4,27389.6,36428.17
41157.00,11.56,30245.6,1456,30245.6,40226.65
41158.00,8.64,29086.4,1276.8,29086.4,38684.91
41159.00,6.83,25771.2,1254.4,25771.2,34275.70
41160.00,12.05,28890.4,1310.4,28890.4,38424.23
41161.00,7.97,22506.4,1030.4,22506.4,29933.51
41162.00,9.08,22719.2,1041.6,22719.2,30216.54
41163.00,8.13,22915.2,1052.8,22915.2,30477.22
41164.00,9.91,24012.8,1276.8,24012.8,31937.02
41165.00,10.29,28308,1265.6,28308,37649.64
41166.00,10.66,28705.6,1288,28705.6,38178.45
41167.00,10.11,28677.6,1265.6,28677.6,38141.21
41168.00,10.4,23340.8,1131.2,23340.8,31043.26
41169.00,11.19,24018.4,1142.4,24018.4,31944.47
41170.00,13.16,28543.2,1321.6,28543.2,37962.46
41171.00,11.78,26012,1444.8,26012,34595.96
41172.00,10.9,32933.6,1534.4,32933.6,43801.69
41173.00,10.69,31259.2,1456,31259.2,41574.74
41174.00,13.28,32569.6,1444.8,32569.6,43317.57
41175.00,11.21,33079.2,1456,33079.2,43995.34
41176.00,10.42,29982.4,1332.8,29982.4,39876.59
41177.00,11.42,25575.2,1467.2,25575.2,34015.02
41178.00,14.85,33420.8,1500.8,33420.8,44449.66
